Model,Scenario,Region,Variable,Unit,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Category,IMP_marker
IMAGE 3.0,EN_NPi2020_3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0,EN_NPi2020_3000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0,EN_NPi2020_600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_NPi2020_800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_NPi2020_800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0,EN_NPi2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0,EN_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.0.1,ADVANCE_2020_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.1,ADVANCE_2020_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,ADVANCE_2030_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.1,ADVANCE_2030_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,ADVANCE_INDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,ADVANCE_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,ADVANCE_Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.1,CD-LINKS_INDCi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,CD-LINKS_NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.1,CD-LINKS_NPi2020_400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.0.1,CD-LINKS_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_BCOC-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_CH4-Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_ClimPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,EMF30_D_BCOC-Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_D_CH4-ClimPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_D_CO2-Only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,EMF30_D_Frozen-CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_D_Frozen-EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_D_Frozen-EF-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_D_Frozen-EF-SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,EMF30_Slower-Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,EMF30_Slower-Action+SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,EMF30_Slower-to-faster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,EMF30_Slower-to-faster+SLCF+HFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,SSP1-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,SSP1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,SSP1-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,SSP1-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP2-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,SSP2-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,SSP2-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,SSP2-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP2-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP3-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,SSP3-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,SSP3-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP3-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP4-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.1,SSP4-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,SSP4-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,SSP4-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP4-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP5-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.1,SSP5-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.0.1,SSP5-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.1,SSP5-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
IMAGE 3.0.2,EMF33_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.0.2,EMF33_Med2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.2,EMF33_Med2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.2,EMF33_Med2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.2,EMF33_Med2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.2,EMF33_Med2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.2,EMF33_Med2C_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.2,EMF33_WB2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.2,EMF33_WB2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.2,EMF33_WB2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.2,EMF33_WB2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.2,EMF33_WB2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.0.2,EMF33_tax_hi_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
IMAGE 3.0.2,EMF33_tax_hi_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.2,EMF33_tax_lo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.0.2,EMF33_tax_lo_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP1-baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.2,SSP1_SPA1_19I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP1_SPA1_19I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP1_SPA1_19I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP1_SPA1_19I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP1_SPA1_26I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP1_SPA1_26I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP1_SPA1_26I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP1_SPA1_26I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP1_SPA1_34I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP1_SPA1_34I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP1_SPA1_34I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP1_SPA1_34I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP2-baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.2,SSP2_SPA0_26I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP2_SPA2_19I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP2_SPA2_19I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP2_SPA2_19I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
IMAGE 3.2,SSP2_SPA2_26I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP2_SPA2_26I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP2_SPA2_26I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP2_SPA2_26I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
IMAGE 3.2,SSP2_SPA2_34I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP2_SPA2_34I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP2_SPA2_34I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP2_SPA2_34I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
IMAGE 3.2,SSP2_SPA2_45I_D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.2,SSP2_SPA2_45I_LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.2,SSP2_SPA2_45I_LIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.2,SSP2_SPA2_45I_RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
IMAGE 3.2,SSP3-baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.2,SSP4-baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
IMAGE 3.2,SSP5-baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C8,
MERGE-ETL 6.0,DAC2_66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_1.5C-2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,ADVANCE_2020_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_Med2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_Price1.5C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,ADVANCE_2030_WB2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,ADVANCE_INDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,ADVANCE_Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGE-GLOBIOM 1.0,EMF30_BCOC-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_BCOC-Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_CH4-ClimPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF-EndU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_D_Frozen-EF-SLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF30_Slower-Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,EMF30_Slower-to-faster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGE-GLOBIOM 1.0,EMF33_1.5C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGE-GLOBIOM 1.0,EMF33_Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nobeccs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,EMF33_Med2C_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_cost100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_limbio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,EMF33_WB2C_nofuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,EMF33_tax_hi_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,EMF33_tax_lo_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,EMF33_tax_lo_none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,SSP1-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,SSP1-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,SSP1-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGE-GLOBIOM 1.0,SSP1-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,SSP2-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGE-GLOBIOM 1.0,SSP2-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,SSP2-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGE-GLOBIOM 1.0,SSP2-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,SSP2-Baseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGE-GLOBIOM 1.0,SSP3-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGE-GLOBIOM 1.0,SSP3-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGE-GLOBIOM 1.0,SSP3-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C6,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDC2030i_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_INDCi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NDC2030i_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C2,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1,
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7,
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,Neg
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1000f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1200f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1400f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C4,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1600f_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_COV_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800_NDCp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_1800f_COV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5,
